,credit_rating,debt_to_equity,energy_capacity,esg_rating,region,cash_flow_1,cash_flow_2,cash_flow_3
732,BBB,2.4801843814225135,71.43266869794826,48.10333145701168,Europe,47724.11367481114,69273.75339704778,93245.4269838768
733,AA,1.5455713320133588,29.83727158041957,19.522244448784008,Europe,36089.605925864074,39144.62999047494,40777.63816225442
734,BB,1.2071052094121677,56.87291382088122,59.597078329948204,Europe,47868.816794521656,59980.54264855286,71307.57023784083
735,AAA,1.7077824538501973,39.00432148106391,46.49270885464585,Asia,27886.011241187825,35344.72369704085,41809.948778255275
736,AA,2.5848221075013464,16.117474157783278,49.26003508935906,Asia,33223.27495427925,43800.21751432329,54430.38879562264
737,AAA,-0.1506704381811499,12.70467604397635,99.42119956140607,North America,21928.889332490562,23855.833733089024,24866.326100869777
738,BBB,0.6101094422467122,9.347674865442562,99.9437646911118,South America,41410.399781125954,46543.62394939566,51979.40409667175
739,A,1.2754688967038657,38.92658894700036,65.72263163837545,North America,35336.03342852396,40610.91712337914,45793.02044749521
740,AA,0.5424625152748879,30.70155692053301,12.669267083987368,Europe,33406.984043825745,31136.560532540203,29870.268969657594
741,A,1.5327626589193186,47.12291117403936,64.67534612383923,North America,38418.37138715908,49369.4987024386,58998.641048045436
742,AAA,1.6220346149637286,12.941850232414273,47.9788336317673,South America,23541.954583483803,30110.44766406551,35565.464445783444
743,AAA,0.6925553126580145,36.711051908221094,99.19362511535596,North America,34428.70194651675,35349.39378093403,36469.17911469685
744,AAA,1.8297098571582997,14.01599570718209,88.77746521088807,North America,28773.31744182686,37340.717360406634,45427.03818732375
745,B,2.169042598081536,41.431130074448966,21.434253719833794,Asia,60814.59375755293,80632.92826002062,0.0
746,AAA,0.538695999621609,31.160772657371222,37.06420962802268,North America,25364.42671965803,24103.564657268762,22790.231038460664
747,AAA,0.9613676237926769,3.9821143787197775,30.649478002372877,Asia,20325.436512017797,24648.196164795867,29743.662481148363
748,BBB,2.127193566058925,33.525052310452786,76.56820313417482,Asia,50727.83659379793,61946.88485207818,71365.11007017695
749,BBB,1.084694723177702,14.501430131387572,57.13805789078161,Europe,36158.93485066832,40704.11879554241,45733.41018494168
750,AAA,1.3149910052179976,3.8850264803038557,9.97727884685905,Europe,20066.927754931683,25422.112779998246,31525.83242699788
751,B,0.3814598286624111,22.077472757751643,9.214420664431067,North America,41085.42202564715,37785.01965857102,0.0
752,AA,2.057078534981967,12.60732033674781,36.2961910867005,North America,29006.06242713853,38681.96321626406,48517.09266901669
753,BBB,1.185523578053215,13.303600594229009,0.06174504092437694,Europe,39999.57098786492,47350.65634223888,54056.31237369578
754,AA,1.4473882654480386,53.96685420548164,8.556040335454728,Europe,46275.46155164468,59658.91459343919,72812.62733998495
755,AAA,0.41237173818087935,32.73920061514136,34.40090769535009,Europe,26332.030232113397,23756.825920058855,22709.05397032059
756,AAA,2.1024675264570796,33.61625466359194,68.74711196497395,North America,31831.804242618728,39328.20788175351,45265.58479403468
757,BB,1.9882771143775062,9.870104881613539,66.81229187874693,North America,36329.32498572667,50488.467003258535,65145.257650542895
758,A,2.353845601580043,48.058594664173185,39.191488064005156,Europe,41712.06813219767,57983.57065008498,75239.63191373936
759,AA,1.781651425648645,15.279110509219636,32.38980729081934,Europe,30962.008011649992,39738.3048793592,46799.06977413888
760,AA,0.8056205233079885,31.05656645192772,76.31425897522237,North America,30921.846195551472,29664.194805457562,29310.952985727672
761,BBB,0.1392038238379245,22.772979296476354,85.27516749010154,Asia,42682.345354026445,37518.70012177627,35445.3613157269
762,BBB,0.9944490419124932,22.80104182162797,97.85328423376912,Asia,45560.97003358758,45754.697605725545,45743.16407676237
763,AAA,2.625967627588909,42.59518480087643,79.55062360446831,North America,36173.102521174995,49936.36036780336,64077.470885673654
764,AA,2.2658756261208914,21.942271771834623,46.33390514454071,North America,31852.059065860078,37423.047110426895,41809.5981732276
765,AA,2.759930673148747,17.086066917672746,2.240121003107187,North America,34456.695488281606,45107.45407978569,55505.12707968812
766,AA,1.674643121642062,2.0311045092854956,70.58459205845907,Europe,24997.92780615397,33628.515586429035,42518.618272465654
767,BBB,2.212517494720511,10.717308024847634,97.39795168841088,Europe,40802.89431519209,55378.38284743722,70426.01932668581
768,BB,1.3075628559804273,28.728084919132158,56.048189697086016,North America,39012.77531302459,39295.766034645334,37315.68117711591
769,BBB,1.4173543641149855,18.060730546659205,61.227120992244686,Europe,38280.57016546711,45380.64568279451,49674.34245221839
770,B,1.246424074704503,15.300278716268162,28.502881145340197,North America,40029.27736107183,47007.74865443672,0.0
771,BB,0.7617426109133353,54.35559928877187,41.704082702939424,Asia,49154.34837331934,60222.52473682094,66738.98088527715
772,AAA,1.3688808753581179,49.871391076954765,97.11819173008126,Europe,42278.73556604463,52699.20439045008,62112.82267607901
773,AA,1.3479434914216104,4.61202824876174,22.542382294663078,Europe,25784.543169508986,32923.36243555401,40475.913667139386
774,AAA,0.04960692221659979,10.515660869450844,14.068682778665032,Asia,19887.275587446966,21600.446611577245,23896.444948007887
775,AA,0.5712190870375278,37.957207807400536,76.74945338132977,North America,31850.750132832392,32601.314273259475,34661.30708666253
776,BBB,1.0673893725441959,17.92311835351382,59.27486322622405,Asia,42435.695917571786,46523.11611287712,48953.48487607991
777,BB,0.5796679471506652,47.69179880528511,14.823214963281906,Asia,55983.89681317815,63348.09144252525,69530.96407395872
778,AAA,0.11170170493706477,64.34079073021111,52.9870513451005,Europe,25913.242207118863,29486.123381912603,32343.338057700024
779,AAA,-0.33162174287417145,12.270796048335953,6.379080053581165,North America,21547.338153797908,22662.60584940953,23617.853341629456
780,AA,1.6402068173866007,4.798841431561632,22.55958259906804,Europe,27290.695927681867,37186.74461871533,46951.844458016116
781,BB,1.2559818746812905,8.539056000434622,30.370899734288624,Asia,44331.876848102445,55942.074041159554,66884.9499280598
782,AAA,0.5321870763898036,50.934922035476696,76.64894014690927,North America,30393.343474568228,36158.38869057284,39714.18063765819
783,BB,1.5614849665580282,2.7481745043513532,12.468941903579234,North America,33437.187200321685,45011.91248641242,56527.94190205103
784,AAA,2.075745717194294,17.31405395313002,67.13117859472942,Europe,27985.318158671937,35715.2639740711,42483.257530626775
785,BBB,1.5039662448039048,27.15151143867019,22.631213786118533,North America,38953.195998234405,37778.197629525464,36547.541565077634
786,AA,1.7266426373274597,41.59334044285363,43.48298280915894,Europe,35199.56450717893,44458.255889817934,53354.93339838917
787,BBB,1.6382002590952893,40.420519827860495,3.6151884020573233,North America,47843.21430690834,59491.9360471116,70125.25592836246
788,AAA,1.722129982765333,28.122970347120745,11.557665472702993,Asia,33873.47109395787,35405.52800117044,35612.53276060457
789,BBB,0.3497523143650618,25.65244724374483,88.01428934806327,North America,35272.30953885353,28859.00578811593,25542.320275220183
790,AAA,1.473416179607267,21.876196589587167,9.575134658732598,North America,30237.342500289204,32924.40371896452,35018.201008403725
791,AA,0.7266979031932006,4.713554584644409,19.25091951705149,Asia,24696.9099311134,29411.708189548386,34426.44413108906
792,A,0.785191832597747,14.235253130251522,36.24167595301909,North America,27871.867753768263,31552.737112001818,34147.00796449481
793,AAA,1.5864747096214082,17.077677574181273,14.746135517424552,Asia,28125.186292378,34026.52740441981,39308.84398222369
794,BBB,1.9446819869539014,15.394162981174238,88.20541390085606,North America,37690.86804627296,48055.14229287536,58991.69443836699
795,AAA,2.2197339914296057,3.3251042571285394,19.298960153416942,North America,23354.118975844103,33405.527216805145,44697.370204935156
796,AAA,1.026126890597854,47.9601835756415,1.464948250407827,Europe,40281.0858849749,48125.48291738926,55098.116460503334
797,B,1.141379496845459,13.589925306261646,94.98960465388616,North America,40647.83558943003,48659.15337155004,0.0
798,A,1.2672184805211952,36.506818162639334,29.552987594719383,Europe,39836.37239552585,44695.850966509715,48459.59088908553
799,BB,0.8860240915603226,16.106607831769253,36.89639672905296,Europe,40848.017838763175,44805.56621968736,48041.28035373748
800,BBB,1.9700985710375236,23.30671702738681,89.70953671174212,Europe,45308.63410091978,50454.07795329197,55352.781974568876
801,AAA,0.5036502511046788,56.316676816645824,94.17687954911482,Europe,40468.98477532247,45673.3010184983,50038.86220351137
802,BB,1.6517192547730235,41.920648309830824,83.30019705305595,Europe,51625.75948713959,65357.09575774131,78380.62814975061
803,AAA,0.7084459123710336,17.46907607970606,44.06397233082491,Europe,22613.42709397425,24157.10455946036,24802.208156341814
804,A,1.3054719724175212,42.177726587835664,13.440448602028098,North America,41029.25416110265,49719.964484226184,57199.705778649724
805,BB,0.3606498827813658,8.756540051426958,84.53370000885695,North America,31650.13719420218,35177.03775508069,38866.59062964659
806,AAA,0.2824140939539632,5.761866924510167,61.12905731251702,North America,17676.23910574974,19608.647140340745,21415.311174686743
807,B,0.7797065500018633,30.711070647395054,13.41011342682592,South America,59129.15201488895,56763.60802575656,0.0
808,A,1.4459420690076186,46.55172221882579,46.328198055875156,Europe,39526.31247193134,49700.523182908204,59221.421158529054
809,AA,0.7132064544093697,38.37165963119223,68.57918181686216,North America,30169.303420996403,33314.18487045955,35177.18049987446
810,AA,-0.17606851675836133,6.55008850336397,43.38881403984629,North America,19614.130530982486,22552.31771575242,24227.5011885773
811,A,1.1198560975361174,37.036183683963095,69.60554530665645,Europe,37895.464375264986,41869.588798623256,46132.74536803001
812,A,1.1007466203860177,40.62680460184052,28.004909172934255,North America,36640.96303313252,42523.54840151663,47074.0632990754
813,AAA,3.3090576894604373,26.168425728476706,14.447633451781783,North America,33430.37582769844,35197.58990432758,36409.52164761367
814,AAA,0.7855306627557801,27.943660613673828,5.368430452433626,Europe,30395.56054929178,26731.247982377216,24824.821728602936
815,CCC,1.2048273790140382,53.384858799959126,11.04577828818284,North America,57074.591755334935,71279.57551634619,0.0
816,B,-0.5214946825483548,24.67983921250635,5.034126273095129,North America,41965.89625196577,33607.89019489826,0.0
817,AAA,1.714829211717698,19.678652021299087,18.418704193223114,Europe,28566.811027860105,33569.75172235686,38644.04576693039
818,B,0.08472632716151218,47.99117382872573,76.30608798817804,North America,44863.86316684867,48394.15435976789,0.0
819,AAA,1.336463427953099,12.76014966665063,30.512220177039172,Europe,24379.980861499178,31453.43387639379,35892.673345939926
820,AA,1.412801521332271,25.08316506937764,73.5460634475062,North America,30854.749991367902,30847.582601642942,30186.735767654583
821,AA,0.5969461065246746,26.017736685365893,75.8747787520548,Europe,31139.781860882147,24120.67592596827,21651.48786069902
822,AAA,-0.6723083277477842,56.1541383197788,73.14865845072666,Asia,29710.061563735628,32736.22876304808,34762.83545129002
823,A,1.4864254541614348,18.360244227888533,22.173187090935663,North America,33489.877337597274,39029.67952606732,43837.52499114096
824,BBB,0.5897308395927894,28.356228280184077,34.96336139383889,Asia,41794.20234120567,36206.02201535643,33529.81553791406
825,AA,1.2291316853138476,40.23490890993017,71.15821959527557,North America,33459.3532504588,39105.35987155002,44253.46645587342
826,A,0.9571047719177311,21.81866386199515,3.401961856196367,North America,34862.1007433106,34852.11164905345,35008.720619572065
827,AA,2.869220544636709,25.85902734378342,9.565928573192927,North America,37000.215770359166,39923.70584160697,42022.15031420734
828,AAA,2.413346445475554,36.50644515317346,71.15335148863235,North America,32972.24951479004,42675.77125771064,51349.74209872932
829,AA,-0.45802179354976946,33.01524141346512,56.19491928982116,Asia,29178.176245938233,26172.08638163708,24619.558083280055
830,BB,2.6023337722391187,19.74468578948413,28.59536842860525,Europe,47759.02069987989,59639.28280170891,71079.57033033109
831,AAA,1.4419541923490455,19.671596014312556,14.01528860631316,North America,28620.053074225336,32768.687369150335,35926.63829115775
832,AA,1.250895454866324,10.269600257843955,83.97481084935204,North America,26735.224981021966,34712.81359867392,40225.95384060714
833,A,2.5030026337234528,5.265836287648185,9.789416108791649,Europe,33350.39408209017,48585.465594355366,64850.22422340808
834,BBB,1.296979530098543,50.985843050142165,89.23266705330727,North America,47967.509788630494,61284.2266308195,73228.1676992701
835,CCC,0.5384169558693287,22.20796024551666,1.4444746816302034,North America,45887.05703398057,43050.46194234131,0.0
836,A,0.5935449420085195,66.17353758146427,31.5518191081961,Asia,43796.001490002796,50993.6779573811,57522.50766116866
837,BBB,1.208686585127156,31.444673380391574,92.76896103650594,Europe,46736.980799758436,47928.55155654561,49615.54991241793
838,AA,3.210716428136404,25.0910944427675,71.80289976583796,Asia,36488.79080659451,41966.56491730367,45720.95817149405
839,AA,1.5058130932883138,12.073323423563302,83.94393200364986,North America,29728.391050486214,37633.70136630846,45040.01909965306
840,B,0.20476247406837733,29.094400230775207,19.805358807012542,North America,41446.40151306166,35620.88219643968,0.0
841,AAA,0.7310755263816323,12.725456591886052,26.762845087717434,Europe,21901.191700455434,24900.034472416544,26706.0565735053
842,AA,1.124456348897729,2.8907800665336176,84.74162144618782,North America,23605.323780095652,29408.58614635773,35156.54013217371
843,AA,0.4639548983264331,76.56289350388971,83.44728603995628,North America,42623.44674192707,49967.62412494077,57312.470126654516
844,B,1.8089198856616833,10.75851898392997,36.17255119917392,Asia,51543.39647652596,69747.69623920358,0.0
845,AA,1.7714119193566842,3.8250316107386517,57.15681788871699,Asia,28238.12139643733,38087.2832105654,49303.719649725106
846,AAA,1.168501140547365,11.178659722949496,27.697626468686952,South America,22578.742021661415,28750.41180614976,33226.06842368809
847,CCC,1.495081837848234,14.294910503162686,33.72312299648841,North America,43172.896596355844,52820.363296005264,0.0
848,BBB,0.35431318184532434,12.248446028950974,91.86004449255452,Europe,34192.019038204446,36794.319108123396,41137.83747071346
849,BB,1.7517623588240268,34.16479465478239,99.09457764324767,Asia,59801.5580936314,71917.68703283905,82970.56149104843
850,AAA,1.3764321183151094,45.6538335882988,40.367286632740516,Europe,29229.994077676907,37211.50767102073,44646.869386991486
851,AA,0.04416554886712243,32.73183079551536,66.5283196080205,North America,28249.10809210673,25830.94904562428,23662.76924968526
852,AAA,0.5293637678339079,8.451272650205881,70.38045207814847,Europe,19126.310131547798,22100.371208690118,23597.495369429667
853,AAA,1.0431171260072967,39.182858415333186,15.835911095579668,North America,32517.00888931775,36967.28313133864,40522.36968363064
854,AAA,0.5622112041983747,26.30712728448194,18.419297313992157,Asia,25726.745719734623,19493.949672833918,16581.672250093918
855,AA,1.2516421021221507,26.60041495090682,55.50208154223819,North America,28578.521612647648,25318.928323674878,24718.87720822521
856,BB,1.2280249437202786,13.266683842772375,47.17950529297271,North America,35640.01983177627,42207.63077141469,48890.72456824539
857,AA,0.7992959011503392,25.316416861312067,62.15397089708403,North America,28020.268030500654,23897.735084600583,20887.082080068732
858,AAA,0.7925313073876363,28.034120467784003,17.740420461280348,Europe,27823.811680506908,25009.79119671483,23332.41584523606
859,AAA,2.029335679628833,23.171657894200425,13.417012546655604,Europe,31874.115541677,36734.62857279036,40424.999908284975
860,AA,1.505654325559617,17.146362125944815,87.60965071892932,Asia,33526.05586383817,40747.92159449885,46449.11355914175
861,BBB,1.6118917689114032,4.982148424237886,24.97344225958493,North America,31585.601900472408,42609.61144097841,53366.792570709826
862,AAA,1.0805974340194249,17.34799965052145,92.18969958344107,North America,27424.797570732233,31366.27061671032,33209.63681025625
863,AA,0.8354029070001949,51.525337833231255,66.93255529975339,Europe,34129.12869204861,40830.47618891197,46687.71768844388
864,BBB,1.821814025251741,32.10935451099264,78.2406913942544,Europe,44877.91722432416,53299.82634738257,60068.98250009012
865,A,0.9596494496599164,43.30096003887534,31.66612440833524,South America,42912.32091344011,49852.721799532985,55586.08577242116
866,AAA,1.4438182005142723,30.2383035179563,89.95224575423191,Europe,32785.55208969875,35339.20471525637,36830.85492719515
867,A,0.9014408101424025,30.021827716179487,88.1727901422967,Asia,42201.17551810593,40501.15122673023,38534.11266198431
868,BB,1.0010598966086883,23.509658179751174,89.26052212039319,Europe,46124.81020913408,45391.47918686809,45434.48976028864
869,AA,1.1694501639592079,40.320366861563855,47.44919822011071,Europe,32232.136959220785,36367.394621500665,40905.399557773824
870,AAA,2.0489546587697722,10.457498978390031,53.672844689760765,North America,24495.59933226096,34275.93085036601,44059.38720447475
871,AA,2.4893868042469913,45.245363909984135,94.22146888746725,North America,43534.1756738396,60575.153988341845,77230.48617277702
872,B,2.1289354606512076,69.31629849335175,51.55205667591669,Europe,55753.727292400785,78160.43695360517,0.0
873,AAA,1.9082493634486273,24.644893305773106,75.48265397912083,Europe,29413.972979445105,31780.285253928458,33618.92502342709
874,BBB,1.3027891866214003,15.278148989018955,94.16167735946608,North America,36632.48156621796,43398.96654684683,48421.58790409272
875,AAA,1.9185648875474532,45.08055050748743,80.38515763205855,North America,35732.01159174877,47495.638915270436,58730.79919526837
876,AAA,1.5802290047585341,9.34188319232347,79.50601123569373,Asia,24959.46322732953,31860.54827214449,40059.5578825998
877,AAA,0.7811756098747444,16.418722980611797,87.18626899578858,Europe,23643.5069804413,25882.20288017003,28660.12199743016
878,AA,1.4819413000643096,25.37622388681343,61.599719664812824,Europe,31370.73852516217,29738.366773910657,31190.2852745499
879,AA,1.590631126308214,43.71814788386226,99.29562610353405,North America,43337.53921284677,55275.78169302119,65089.040615809
880,AAA,0.5870601881829873,16.436160931540552,77.48812994771053,North America,22609.788803520256,24413.92059853613,24822.66265958746
881,AA,1.781645994586059,7.796793613681966,41.26772150775576,Europe,28113.115254729375,37638.39689014631,48658.863572187234
882,B,1.214315511715701,62.70219055162317,49.72491066714646,North America,44819.37433486101,57435.46952946714,0.0
883,AAA,1.6472059463036055,22.489801412661294,93.69614810414181,Europe,31405.952081972075,34457.99009578575,36402.80436691319
884,AA,0.9054751816639648,45.64311191676001,19.4177678055783,Europe,36870.98321830323,42708.84554205623,49110.32414436307
885,AA,1.5848359119973643,33.712345519106265,52.264868116679565,Europe,33083.11505490541,37724.50711621475,42146.63131616824
886,AAA,2.2704307729294273,23.762511975637896,96.02299369758813,Europe,34185.13367456527,38398.731341020095,41940.76143169572
887,BBB,0.66323142758602,35.4011962537075,16.46888088677678,North America,39848.36272062724,40865.17779762456,40929.54928669938
888,AAA,1.6879756720997463,22.09840083179943,63.179987591615074,Europe,26337.846557356042,30040.451978825342,32317.479459791615
889,B,2.2204300285013643,29.720786639493568,78.18792839716357,Europe,53430.97386601472,61810.96447286686,0.0
890,BBB,0.15127029347318932,59.74145702009861,97.60803570517014,North America,49110.719232328265,55696.0442077541,61116.88774523469
891,BBB,1.7800290334275488,32.76908445060672,14.898607639568828,North America,42618.97903697226,50083.64404720678,56238.86536922171
892,BB,1.963181424354378,18.20647225200415,68.0572261098608,Europe,44971.77825551046,57228.6979051408,66135.00285301721
893,BBB,0.5516197229937998,49.59977466562115,96.21751707989434,North America,45623.06248836769,53230.12586511275,59016.02472717548
894,AAA,1.154766757134495,20.53565914684819,95.2170690908662,South America,27533.732661956146,31464.300154795503,33013.48535720967
895,A,0.6149598649068879,31.7439372138719,45.53390576911491,North America,30519.1247111844,29600.956997625486,28267.76173670047
896,AAA,1.6546091908775091,11.207277073053163,75.24781922217282,Asia,26192.605440166055,33922.624891271604,41105.8553921093
897,AA,0.44165458233243327,13.698302226897136,39.17271029227415,North America,23628.288764327986,25822.384299747955,26960.320899438826
898,BB,1.8548138990072274,14.666334801478403,14.239825203493927,North America,39757.55764761709,50993.89337153452,61705.593635765734
899,CCC,1.3284477205404337,18.804038708967504,59.48476290827308,North America,43703.46464777586,50064.70063827888,0.0
900,AAA,0.6353406876067131,24.5407155363191,62.70566990968265,Asia,24292.324625448702,21121.023167464296,18591.878799615686
901,BBB,0.3087174785097586,43.40566976093835,27.412143667070833,North America,37396.01574179778,40206.47287803983,42751.699403490595
902,AA,-0.16691627090132144,32.981064173447436,58.46178093338725,Europe,28872.18472128554,26798.673684003643,26187.092207120062
903,AA,1.1143342016319984,23.80633957274723,36.11710740442638,North America,28997.50124782941,28092.596842825325,27299.325604240643
904,B,0.1250115647437422,48.63595729035869,78.67736463991393,Europe,53015.1542818439,57342.80156106988,0.0
905,AA,1.538468809029149,43.085444931865645,14.42547599584082,North America,38971.369979646995,49113.51630116391,58005.78983472932
906,BBB,0.7463012631081547,2.264382216574738,2.1530395170639594,North America,26896.974679096413,32562.811689467744,37738.89114131713
907,B,2.1753213050910767,66.20264946304297,3.5179204616855864,Asia,74719.82624119594,106547.83111711046,0.0
908,BBB,0.48550174817934466,22.67547338343047,59.01113150141561,Europe,36400.322374576324,33345.561061726075,31547.00470534319
909,BBB,1.3766928247131545,33.91196248474121,76.48452926567568,South America,50954.1356051838,59115.82818634373,62807.85782346046
910,BBB,1.203658366744214,45.70676789903938,9.116762252811084,North America,46470.239853174426,56526.30357914521,65216.791622672645
911,A,0.9127633610457643,5.601441685405818,19.824684433155117,North America,25968.18310555391,32242.83125940012,37328.51484124106
912,AA,1.0938280462442542,48.08188758761857,40.50400053301878,South America,36821.22635094554,44610.57456824232,50465.94434810587
913,BBB,2.1241181391117574,26.821940949877543,68.61082628929339,Europe,43022.09342661791,43448.01519018355,45805.72642791551
914,A,2.135372375643881,11.689272171022196,57.30296787440044,North America,30849.466357267243,41464.953236262845,53033.1406676691
915,A,0.6741768331660808,37.89776467258614,91.25473206928051,Asia,43446.41346796275,46631.56267128141,49269.74469381417
916,AAA,3.0074960117648435,15.240202904994865,87.57845790367924,Europe,29303.22991009677,38422.24708263806,48994.00218136084
917,CCC,0.5869706883045654,15.124189214362731,37.50646017535048,South America,53454.6485589244,58300.9194439921,0.0
918,BBB,0.82936185906621,16.283486547119335,63.34126226648716,Europe,37435.2389356296,41622.65393045453,43677.15757029854
919,AAA,1.9428469143008467,40.30804263427144,48.98382755990457,South America,29765.6741990653,38805.314708993836,46220.956611956324
920,B,0.00020630871816473828,70.90933452396875,42.00501998913303,North America,42813.571739099505,49483.831825434274,0.0
921,BBB,0.11057367756610548,43.43869017743814,68.70883184213554,North America,36515.41488784595,38791.1849195407,40971.23842236887
922,CCC,1.2009203391523973,45.188786632283914,28.50629676104167,Europe,57466.954136145876,69477.89436970872,0.0
923,B,2.011390294619214,50.67322971620691,69.78720962017677,Asia,61277.69725949663,82734.95131887846,0.0
924,BBB,0.5012207673336484,50.09972412988461,84.39360170719397,North America,41867.30424162204,47004.999492586496,52003.0377123591
925,BBB,0.6138594571170213,14.525104011955325,40.7936041529068,North America,30820.59558871632,33864.487862830465,35668.6292880886
926,AA,0.9195346780154954,5.035459429732968,71.48819097830905,North America,22789.28440231251,27629.463617476642,32506.971974297925
927,AAA,1.3169560073651474,49.33356479198805,33.101852336525894,Asia,30819.184769372227,39077.2927485938,45609.680976369564
928,BBB,2.3328078139415602,16.283053338204155,53.458142626006996,North America,35936.75121536931,46749.1147266654,57901.56832028341
929,AAA,1.3533121395725367,38.41560620674618,13.85036439999089,North America,34416.41904944866,40556.04941948897,45783.58802334978
930,AA,0.6551617549870442,31.503746609328676,17.189915255793963,North America,31638.438225984653,29970.662419067372,29427.74560123055
931,B,1.1529803347872898,0.09560731713925218,68.78985862714444,Asia,44266.92525723712,58393.63905180194,0.0
932,AA,2.0106013428778784,17.81053750248821,13.544357990042045,Europe,34310.97445014285,43052.98007689746,50530.07048417783
933,AA,1.9173142146985485,24.62596886527642,13.174300853232545,South America,38989.57060763055,42357.44684799519,42869.84722558376
934,AA,0.24527899946656184,46.14797086473589,93.71888568964948,Europe,40837.61989815995,43987.85454434257,46556.0802898264
935,AA,1.0321392998236458,24.67241570321188,47.02128749566623,Europe,29532.29973676869,27057.540127304514,26037.19878589339
936,AAA,1.6430386831100494,14.968863984641489,98.70495541478277,North America,29114.433852429145,35663.66435670201,41547.00625796735
937,AA,1.4257039967307021,43.861937780757074,49.1367623186097,Asia,33808.122833766014,43249.6243623395,50199.110512678446
938,AA,1.864632883066896,7.921837848227771,82.82029916548905,North America,28633.2481853751,37574.65760504843,46974.57635589556
939,B,1.118871210732123,20.037399923760237,89.57369840135726,Europe,49735.38216829471,55215.63463943379,0.0
940,AAA,1.6638979320994367,19.85242871385087,70.28713643176907,Asia,27537.40498576143,30668.146163263777,35269.08910020628
941,AA,1.4494024988602874,14.214875572465996,83.08527985012944,North America,29266.315131099076,36478.81834985574,43156.53115040337
942,AAA,2.34809537312936,55.12371393521291,78.05851028413078,Asia,38280.982335988825,53120.26642624104,70151.64763532917
943,AAA,0.5167556753791918,51.47047894933991,27.764811296590064,Asia,29649.135344084392,33799.625543349175,37762.68804232467
944,BBB,2.06640902290079,24.60283926735565,99.19047512400745,Europe,47196.62606713306,52797.13436963417,56036.70375684017
945,CCC,0.6645015293080816,49.029423394659354,94.10866122181565,North America,55861.258365365466,63456.711025000724,0.0
946,B,0.3152116537572033,36.26915322176372,57.382607386588965,Europe,46439.19061098832,46226.894337426944,0.0
947,BBB,1.2867612203904653,10.493455998251378,15.191825609844468,North America,32608.268023226276,40721.6796500624,48502.91275019215
948,AA,0.6486850679493031,31.921670583763685,75.369558350603,Europe,32421.16052661589,31043.146813053594,31247.695783841875
949,A,0.5126430351721709,46.57499522176899,69.60146820520471,Europe,38204.51678029977,42605.6974275856,45651.71307800065
950,BB,0.03959505763976434,23.022451770368953,48.279565281076046,South America,46604.16767240945,39966.667793665474,35498.944756015924
951,A,1.1689889187439713,11.643225007721147,62.3253321954341,North America,28258.81469376852,34434.87219135273,39593.54786706849
952,CCC,1.0896896980512396,3.223594477623723,18.98634105321212,Europe,45909.69296562048,58417.733937252335,0.0
953,B,0.369105992431211,39.088822714221926,93.40671708004811,Europe,55550.36389311457,57356.828813167616,0.0
954,AAA,0.3939516387786858,11.32107470028045,75.17941077578402,North America,20259.811613964976,23000.340377995457,24183.322242222897
955,AA,0.24545045898335416,24.257466338605578,26.050092934254188,North America,26664.341587385366,23443.2074232419,21399.97495924343
956,AAA,0.9857878626812968,62.42345115433903,80.48964773087921,Europe,36598.67022212996,45935.67062897826,54576.34746647483
957,AAA,-0.5281893202988877,32.122534245050346,62.09429219003799,Asia,23118.71997353641,21620.861865109957,21044.791669787475
958,BBB,0.6998404296369171,33.62039888096064,65.29718743078169,Europe,40061.587259056636,40332.60001139391,40519.753215684046
959,BBB,0.6748830131885102,16.276780922873403,96.90056556275357,Europe,38736.325510914336,41588.48241517315,44357.38437710063
960,AAA,1.7925954494590528,40.05822025999258,90.96055643228225,Asia,37510.81902049532,48546.45233918209,58689.356909514296
961,AAA,2.0350908402227557,17.452593324740675,11.695411253929866,North America,29737.380586301904,37688.48908887707,44929.62528219647
962,B,1.1400666546576634,58.63956827795219,80.25725183086449,North America,50736.661873272154,64783.16720619008,0.0
963,BBB,1.442872548626136,5.81532461850145,23.015503889948707,Europe,34807.340457212296,46217.267277948275,56658.01625821693
964,AAA,0.8263975579557195,44.80488474593597,62.36545672961662,Europe,28028.407448826056,33204.22085100665,37000.61146688463
965,AAA,0.9102418121837015,30.864797315878345,73.94279157152405,North America,27819.706484341437,26921.712103566988,26071.42957713014
966,BBB,1.968794964947279,3.479932109754807,89.31598245214208,Asia,38993.01238139187,55304.15732477114,74022.97951847351
967,BB,0.7340418609520589,4.360350562139975,66.43630140224481,North America,30254.228377514875,36576.457574781205,43440.78413174938
968,A,1.8211519563200427,61.21314940612122,97.74195712593344,North America,52938.48988512507,73132.6990845895,95329.11086872208
969,AAA,1.0617982008209768,13.260854767272706,2.5584305454399714,North America,25701.69132572641,30093.959228503336,33867.1123372373
970,BBB,1.3398868666735704,22.08564269957455,53.29331398328131,North America,34284.347210801694,36213.29362342706,38519.075988424134
971,AAA,1.660144936204579,25.61213897487264,41.33135199428136,North America,27848.31972993366,28192.707967759135,27725.480540964527
972,BBB,1.3003196461247901,41.24814186743176,88.61583416143172,North America,44360.374895849214,54152.27194085128,61804.92964452393
973,A,0.8261689507065335,3.3718460284801965,93.99164107590678,Asia,31176.056470072803,37797.269245333686,44584.993307431105
974,A,1.217216976995076,21.115754783602895,29.66957183945027,North America,31964.759687691007,33144.30671205848,35060.16900750188
